"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3522670,101,"None of these","After trip to NZ"
3522674,132,"Facebook","Planning trip to NZ"
3522876,145,"Google+","During trip to NZ"
3522864,113,"Instagram","During trip to NZ"
3522666,125,"None of these","During trip to NZ"
3502838,136,"None of these","Planning trip to NZ"
3502836,127,"None of these","During trip to NZ"
3522674,133,"Facebook","During trip to NZ"
3503268,170,"None of these","During trip to NZ"
3522896,114,"None of these","After trip to NZ"
3522876,146,"None of these","After trip to NZ"
3502840,111,"Facebook","During trip to NZ"
3522682,142,"Wechat","During trip to NZ"
3522900,139,"Google+","During trip to NZ"
3522896,113,"None of these","During trip to NZ"
3502838,139,"None of these","After trip to NZ"
3502840,114,"Instagram","After trip to NZ"
3522678,124,"None of these","After trip to NZ"
3522682,143,"Wechat","After trip to NZ"
3503252,136,"Google+","After trip to NZ"
3502838,138,"Instagram","During trip to NZ"
3503268,171,"None of these","After trip to NZ"
3503276,141,"None of these","During trip to NZ"
3522678,123,"None of these","During trip to NZ"
3502840,112,"Instagram","During trip to NZ"
3522900,140,"None of these","After trip to NZ"
3503276,142,"None of these","After trip to NZ"
3502840,113,"Facebook","After trip to NZ"
3503268,169,"None of these","Planning trip to NZ"
3522896,112,"Google+","Planning trip to NZ"
3522678,122,"None of these","Planning trip to NZ"
3522900,137,"Twitter","Planning trip to NZ"
3522900,136,"Facebook","Planning trip to NZ"
3503276,140,"None of these","Planning trip to NZ"
3502842,153,"Facebook","Planning trip to NZ"
3522686,174,"None of these","Planning trip to NZ"
3522908,135,"Facebook","After trip to NZ"
3502842,154,"Facebook","During trip to NZ"
3503288,124,"None of these","During trip to NZ"
3502846,143,"Google+","Planning trip to NZ"
3503292,147,"Google+","Planning trip to NZ"
3502840,110,"Facebook","Planning trip to NZ"
3522690,177,"None of these","Planning trip to NZ"
3503288,125,"None of these","After trip to NZ"
3522908,134,"Facebook","During trip to NZ"
3522920,157,"None of these","Planning trip to NZ"
3522920,158,"Google+","During trip to NZ"
3522686,175,"Wechat","During trip to NZ"
3522682,141,"Google+","Planning trip to NZ"
3502842,155,"Facebook","After trip to NZ"
3503304,132,"Google+","Planning trip to NZ"
3502848,138,"None of these","Planning trip to NZ"
3522900,138,"Google+","Planning trip to NZ"
3522698,142,"None of these","Planning trip to NZ"
3503288,123,"Facebook","Planning trip to NZ"
3522908,133,"Facebook","Planning trip to NZ"
3522686,176,"None of these","After trip to NZ"
3502846,144,"Facebook","During trip to NZ"
3522944,110,"Instagram","Planning trip to NZ"
3522690,178,"Facebook","During trip to NZ"
3503292,148,"None of these","During trip to NZ"
3522690,180,"Facebook","After trip to NZ"
3522690,179,"Google+","During trip to NZ"
3502846,145,"Facebook","After trip to NZ"
3503292,149,"Google+","After trip to NZ"
3503304,134,"None of these","After trip to NZ"
3522706,112,"Instagram","After trip to NZ"
3522698,143,"None of these","During trip to NZ"
3502848,139,"None of these","During trip to NZ"
3503320,157,"Facebook","During trip to NZ"
3522706,109,"Instagram","Planning trip to NZ"
3502859,122,"Facebook","Planning trip to NZ"
3502877,122,"Google+","Planning trip to NZ"
3522920,159,"None of these","After trip to NZ"
3522698,144,"None of these","After trip to NZ"
3502848,140,"None of these","After trip to NZ"
3522706,110,"Facebook","During trip to NZ"
3522944,112,"None of these","After trip to NZ"
3503320,158,"Facebook","After trip to NZ"
3522710,122,"None of these","Planning trip to NZ"
3522714,130,"Twitter","During trip to NZ"
3522714,128,"Facebook","Planning trip to NZ"
3522718,111,"Google+","Planning trip to NZ"
3522968,105,"Facebook","Planning trip to NZ"
3522714,131,"Facebook","After trip to NZ"
3503304,133,"Facebook","During trip to NZ"
3522706,111,"Facebook","After trip to NZ"
3522710,124,"None of these","After trip to NZ"
3522710,123,"Wechat","During trip to NZ"
3522706,108,"Facebook","Planning trip to NZ"
3502859,123,"Facebook","During trip to NZ"
3503320,156,"Facebook","Planning trip to NZ"
3522956,105,"None of these","Planning trip to NZ"
3503340,123,"Facebook","Planning trip to NZ"
3522944,111,"Instagram","During trip to NZ"
3502897,115,"Google+","Planning trip to NZ"
3522726,134,"Facebook","Planning trip to NZ"
3503340,125,"Facebook","After trip to NZ"
3522956,107,"None of these","After trip to NZ"
3522718,114,"Facebook","After trip to NZ"
3522714,129,"Facebook","During trip to NZ"
3522956,106,"Facebook","During trip to NZ"
3503364,122,"None of these","Planning trip to NZ"
3522718,113,"Google+","During trip to NZ"
3503340,124,"Facebook","During trip to NZ"
3502877,123,"None of these","During trip to NZ"
3503364,123,"None of these","During trip to NZ"
3502897,116,"Google+","During trip to NZ"
3522730,182,"None of these","Planning trip to NZ"
3502859,124,"Facebook","After trip to NZ"
3522968,107,"Facebook","After trip to NZ"
3522968,106,"Facebook","During trip to NZ"
3503401,121,"None of these","After trip to NZ"
3522714,132,"Twitter","After trip to NZ"
3522738,112,"Google+","Planning trip to NZ"
3522730,184,"None of these","After trip to NZ"
3522718,112,"Facebook","During trip to NZ"
3502877,124,"None of these","After trip to NZ"
3502953,131,"None of these","Planning trip to NZ"
3502917,127,"Wechat","During trip to NZ"
3522980,134,"Google+","Planning trip to NZ"
3503411,151,"None of these","Planning trip to NZ"
3503401,119,"None of these","Planning trip to NZ"
3503403,162,"None of these","During trip to NZ"
3503403,161,"None of these","Planning trip to NZ"
3522976,176,"Instagram","During trip to NZ"
3522726,136,"Facebook","After trip to NZ"
3522730,183,"Facebook","During trip to NZ"
3522976,174,"Facebook","Planning trip to NZ"
3522976,175,"Facebook","During trip to NZ"
3503403,163,"Facebook","After trip to NZ"
3502917,126,"Wechat","Planning trip to NZ"
3502917,128,"Wechat","After trip to NZ"
3503364,124,"None of these","After trip to NZ"
3522726,135,"Facebook","During trip to NZ"
3502897,117,"Facebook","After trip to NZ"
3503401,120,"None of these","During trip to NZ"
3502953,133,"Wechat","After trip to NZ"
3522738,113,"Facebook","During trip to NZ"
3502961,124,"None of these","Planning trip to NZ"
3522770,109,"Facebook","Planning trip to NZ"
3522976,177,"None of these","After trip to NZ"
3502961,125,"Facebook","During trip to NZ"
3522984,166,"Facebook","Planning trip to NZ"
3522980,136,"None of these","After trip to NZ"
3522770,110,"Facebook","During trip to NZ"
3502953,132,"Wechat","During trip to NZ"
3522770,111,"Facebook","After trip to NZ"
3502969,187,"Instagram","During trip to NZ"
3522984,169,"Twitter","During trip to NZ"
3522790,113,"Google+","During trip to NZ"
3503431,159,"Google+","After trip to NZ"
3522774,177,"Facebook","Planning trip to NZ"
3522984,167,"Twitter","Planning trip to NZ"
3522980,135,"Google+","During trip to NZ"
3522738,114,"Facebook","After trip to NZ"
3503411,153,"Facebook","After trip to NZ"
3522984,168,"Facebook","During trip to NZ"
3502969,186,"Facebook","During trip to NZ"
3522984,170,"Facebook","After trip to NZ"
3502969,188,"Facebook","After trip to NZ"
3522790,114,"Google+","After trip to NZ"
3522774,178,"Google+","Planning trip to NZ"
3503455,144,"None of these","Planning trip to NZ"
3522774,180,"Facebook","After trip to NZ"
3503423,119,"Facebook","Planning trip to NZ"
3502977,112,"None of these","Planning trip to NZ"
3522801,169,"None of these","Planning trip to NZ"
3503411,152,"Facebook","During trip to NZ"
3503423,120,"Facebook","During trip to NZ"
3502969,185,"None of these","Planning trip to NZ"
3522790,112,"Google+","Planning trip to NZ"
3503431,157,"None of these","Planning trip to NZ"
3522992,141,"None of these","Planning trip to NZ"
3502985,137,"Wechat","Planning trip to NZ"
3502961,126,"None of these","After trip to NZ"
3522774,179,"Facebook","During trip to NZ"
3503423,121,"Facebook","After trip to NZ"
3502969,189,"Instagram","After trip to NZ"
3522984,171,"Twitter","After trip to NZ"
3503431,158,"None of these","During trip to NZ"
3523008,102,"None of these","Planning trip to NZ"
3502993,120,"Google+","Planning trip to NZ"
3502977,113,"Facebook","During trip to NZ"
3502977,114,"Facebook","After trip to NZ"
3522992,143,"None of these","After trip to NZ"
3502985,138,"None of these","During trip to NZ"
3522801,171,"None of these","After trip to NZ"
3502993,121,"Facebook","During trip to NZ"
3502993,119,"Facebook","Planning trip to NZ"
3522801,170,"None of these","During trip to NZ"
3502985,140,"Instagram","After trip to NZ"
3503455,146,"None of these","After trip to NZ"
3502993,122,"Facebook","After trip to NZ"
3522805,140,"Wechat","After trip to NZ"
3503467,208,"None of these","After trip to NZ"
3503467,206,"Google+","Planning trip to NZ"
3522812,174,"Facebook","During trip to NZ"
3522805,138,"None of these","Planning trip to NZ"
3522992,142,"None of these","During trip to NZ"
3503001,141,"None of these","During trip to NZ"
3503479,158,"Facebook","During trip to NZ"
3522812,175,"Twitter","During trip to NZ"
3502985,139,"Facebook","After trip to NZ"
3522812,172,"Facebook","Planning trip to NZ"
3503455,145,"Facebook","During trip to NZ"
3523008,104,"None of these","After trip to NZ"
3503001,140,"None of these","Planning trip to NZ"
3523020,154,"None of these","Planning trip to NZ"
3503479,157,"Google+","Planning trip to NZ"
3503479,159,"Google+","During trip to NZ"
3503005,144,"None of these","Planning trip to NZ"
3503009,169,"None of these","Planning trip to NZ"
3522805,139,"Wechat","During trip to NZ"
3503467,207,"Google+","During trip to NZ"
3523008,103,"None of these","During trip to NZ"
3503001,142,"None of these","After trip to NZ"
3522812,173,"Pinterest","Planning trip to NZ"
3503005,145,"Instagram","During trip to NZ"
3523028,125,"None of these","Planning trip to NZ"
3503515,98,"None of these","Planning trip to NZ"
3503479,160,"Facebook","After trip to NZ"
3522812,177,"Pinterest","During trip to NZ"
3503479,162,"Google+","After trip to NZ"
3503479,161,"Twitter","After trip to NZ"
3522812,178,"Facebook","After trip to NZ"
3503515,100,"None of these","After trip to NZ"
3503009,171,"None of these","After trip to NZ"
3522812,181,"Pinterest","After trip to NZ"
3523028,127,"None of these","After trip to NZ"
3523028,126,"None of these","During trip to NZ"
3503519,119,"None of these","Planning trip to NZ"
3503053,128,"Facebook","Planning trip to NZ"
3522818,109,"None of these","After trip to NZ"
3523020,156,"None of these","After trip to NZ"
3503009,170,"None of these","During trip to NZ"
3522812,180,"Instagram","After trip to NZ"
3522818,108,"None of these","During trip to NZ"
3503053,129,"Google+","Planning trip to NZ"
3522832,102,"Facebook","Planning trip to NZ"
3503523,145,"Google+","Planning trip to NZ"
3503005,146,"Instagram","After trip to NZ"
3522812,176,"Instagram","During trip to NZ"
3523020,155,"None of these","During trip to NZ"
3503515,99,"None of these","During trip to NZ"
3522812,179,"Twitter","After trip to NZ"
3522818,107,"None of these","Planning trip to NZ"
3523032,98,"None of these","Planning trip to NZ"
3503519,121,"Google+","During trip to NZ"
3503523,146,"None of these","During trip to NZ"
3503519,122,"Facebook","After trip to NZ"
3503523,147,"Wechat","After trip to NZ"
3522832,103,"Facebook","During trip to NZ"
3503527,105,"Facebook","During trip to NZ"
3522836,118,"None of these","During trip to NZ"
3523032,100,"Instagram","During trip to NZ"
3523032,101,"Facebook","After trip to NZ"
3503053,131,"Google+","During trip to NZ"
3522832,104,"Facebook","After trip to NZ"
3503527,107,"Facebook","After trip to NZ"
3503053,130,"Facebook","During trip to NZ"
3522836,119,"None of these","After trip to NZ"
3503535,167,"None of these","During trip to NZ"
3503527,106,"Instagram","During trip to NZ"
3503527,108,"Instagram","After trip to NZ"
3503053,133,"Google+","After trip to NZ"
3503057,113,"None of these","After trip to NZ"
3503065,131,"None of these","During trip to NZ"
3522838,153,"Facebook","During trip to NZ"
3503519,120,"Facebook","During trip to NZ"
3522838,154,"Instagram","During trip to NZ"
3523032,99,"Facebook","During trip to NZ"
3503053,132,"Facebook","After trip to NZ"
3523032,102,"Twitter","After trip to NZ"
3503057,112,"None of these","During trip to NZ"
3503535,168,"None of these","After trip to NZ"
3523036,175,"None of these","During trip to NZ"
3522838,155,"Facebook","After trip to NZ"
3522838,156,"Instagram","After trip to NZ"
3523036,176,"None of these","After trip to NZ"
3503065,132,"None of these","After trip to NZ"
3522836,117,"None of these","Planning trip to NZ"
3522838,152,"Instagram","Planning trip to NZ"
3503065,130,"None of these","Planning trip to NZ"
3523044,183,"None of these","Planning trip to NZ"
3503527,104,"Instagram","Planning trip to NZ"
3503057,111,"None of these","Planning trip to NZ"
3503073,141,"Facebook","During trip to NZ"
3522850,118,"Facebook","During trip to NZ"
3503081,98,"None of these","Planning trip to NZ"
3523044,184,"None of these","During trip to NZ"
3503073,140,"Google+","Planning trip to NZ"
3503539,122,"None of these","After trip to NZ"
3503539,121,"None of these","During trip to NZ"
3523044,185,"None of these","After trip to NZ"
3503527,103,"Facebook","Planning trip to NZ"
3503073,143,"Facebook","After trip to NZ"
3522844,114,"Facebook","During trip to NZ"
3522844,113,"Facebook","Planning trip to NZ"
3522850,119,"Facebook","After trip to NZ"
3503535,166,"None of these","Planning trip to NZ"
3523052,138,"None of these","Planning trip to NZ"
3522838,151,"Facebook","Planning trip to NZ"
3523036,174,"None of these","Planning trip to NZ"
3503539,120,"None of these","Planning trip to NZ"
3503073,142,"Google+","During trip to NZ"
3522844,115,"Facebook","After trip to NZ"
3503081,99,"None of these","During trip to NZ"
3522854,157,"Google+","Planning trip to NZ"
3522854,156,"Facebook","Planning trip to NZ"
3503081,100,"None of these","After trip to NZ"
3503085,103,"None of these","After trip to NZ"
