"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3186985,111,"Maori activities experienced","Learnt about a new culture"
3186973,113,"Customer service","Staff didn't care"
3186953,105,"Food & beverage outlets","Poor food quality"
3186909,107,"Activities experienced","Hard to find/need better signage"
3186937,105,"Activities experienced","Have to cancel the activity due to weather/road  c"
3186953,108,"Maori activities experienced","Entertaining"
3184713,121,"NZ environment","Another reason"
3186973,108,"Maori activities experienced","Learnt about a new culture"
3186973,111,"Maori activities experienced","Good quality/standard"
3186985,109,"Food & beverage outlets","Alcohol too expensive"
3186953,109,"Maori activities experienced","Good staff"
3186993,113,"Sense of safety","Poor road signage"
3186993,112,"Sense of safety","Felt unsafe"
3186973,114,"Customer service","Slow"
3186993,110,"Customer service","Staff didn't care"
3186993,109,"Maori activities experienced","Well organised"
3187001,91,"Maori activities experienced","Good quality/standard"
3187005,116,"Maori activities experienced","Learnt about a new culture"
3187001,89,"Maori activities experienced","Learnt about a new culture"
3187001,92,"Maori activities experienced","Good staff"
3187005,114,"Food & beverage outlets","Not as good as you get overseas"
3187005,117,"Maori activities experienced","Entertaining"
3187013,99,"Maori activities experienced","Not very exciting/boring"
3187017,95,"Food & beverage outlets","Too expensive"
3186985,112,"Maori activities experienced","Good staff"
3186993,107,"Maori activities experienced","Learnt about a new culture"
3187013,100,"Maori activities experienced","Well organised"
3187017,93,"Accommodation","Poor/old facilities"
3187017,96,"Food & beverage outlets","Poor food quality"
3187005,118,"Customer service","No reason"
3187017,99,"Customer service","Staff seemed rushed"
3187017,98,"Customer service","Staff not friendly"
3187021,94,"Activities experienced","Did not live up to expectations"
3186961,88,"Maori activities experienced","Well organised"
3186973,112,"Maori activities experienced","Well organised"
3186993,111,"Customer service","Another reason"
3186993,108,"Maori activities experienced","Good staff"
3187001,90,"Maori activities experienced","Entertaining"
3187005,115,"Food & beverage outlets","Poor food quality"
3187013,98,"Maori activities experienced","Learnt about a new culture"
3187017,94,"Accommodation","Another reason"
3187021,93,"Commercial transport","No reason"
3187021,97,"Maori activities experienced","Entertaining"
3187025,109,"Maori activities experienced","Learnt about a new culture"
3187037,100,"Maori activities experienced","Learnt about a new culture"
3187041,87,"Maori activities experienced","Learnt about a new culture"
3187021,95,"Maori activities experienced","Learnt about a new culture"
3187029,97,"Maori activities experienced","Informative"
3187037,99,"Accommodation","Poor value for money"
3187037,102,"Maori activities experienced","Good quality/standard"
3187041,85,"Accommodation","Poor/old facilities"
3187021,98,"Maori activities experienced","Good quality/standard"
3187025,110,"Maori activities experienced","Good staff"
3187029,96,"Maori activities experienced","Learnt about a new culture"
3187037,98,"Accommodation","No free internet"
3187037,101,"Maori activities experienced","Informative"
3187029,99,"Customer service","Slow"
3187037,104,"Sense of safety","Felt unsafe"
3187029,95,"Commercial transport","Another reason"
3187041,88,"Maori activities experienced","Good quality/standard"
3187017,97,"Maori activities experienced","No reason"
3187017,100,"NZ environment","No reason"
3187021,96,"Maori activities experienced","Informative"
3187025,108,"Food & beverage outlets","Too expensive"
3187025,111,"Maori activities experienced","Another indifferent or poor aspect"
3187029,98,"Maori activities experienced","Good staff"
3187037,103,"Maori activities experienced","Good staff"
3187049,98,"Commercial transport","Another reason"
3187041,90,"Maori activities experienced","Well organised"
3187049,95,"Food & beverage outlets","Poor food quality"
3187049,101,"Maori activities experienced","Well organised"
3187053,100,"Maori activities experienced","Learnt about a new culture"
3187061,89,"Maori activities experienced","Entertaining"
3187053,99,"Commercial transport","No reason"
3187049,93,"Food & beverage outlets","Poor service"
3187049,96,"Food & beverage outlets","Alcohol too expensive"
3187049,99,"Maori activities experienced","Good quality/standard"
3187053,101,"Maori activities experienced","Informative"
3187053,104,"Maori activities experienced","Well organised"
3187061,87,"Food & beverage outlets","Not as good as you get overseas"
3187061,90,"Maori activities experienced","Good staff"
3187053,102,"Maori activities experienced","Good quality/standard"
3187061,91,"Maori activities experienced","Another indifferent or poor aspect"
3187041,86,"Accommodation","Poor customer service"
3187049,97,"Commercial transport","Expensive"
3187041,89,"Maori activities experienced","Good staff"
3187049,94,"Food & beverage outlets","Not as good as you get overseas"
3187049,100,"Maori activities experienced","Good staff"
3187053,103,"Maori activities experienced","Good staff"
3187061,88,"Maori activities experienced","Learnt about a new culture"
3187065,95,"Maori activities experienced","Good quality/standard"
3187073,95,"Maori activities experienced","Informative"
3187073,98,"Maori activities experienced","Well organised"
3187077,88,"Maori activities experienced","Informative"
3187077,89,"Maori activities experienced","Entertaining"
3184622,105,"Maori activities experienced","Informative"
3184622,108,"Maori activities experienced","Well organised"
3187105,97,"Maori activities experienced","Learnt about a new culture"
3187117,91,"Maori activities experienced","Entertaining"
3187065,96,"Maori activities experienced","Well organised"
3187073,97,"Maori activities experienced","Good staff"
3187077,87,"Maori activities experienced","Learnt about a new culture"
3187089,104,"Accommodation","Poor/old facilities"
3187089,107,"Maori activities experienced","Learnt about a new culture"
3187093,106,"Maori activities experienced","Informative"
3187105,98,"Maori activities experienced","Good quality/standard"
3187125,97,"Food & beverage outlets","No reason"
3187089,105,"Accommodation","No free internet"
3184622,107,"Maori activities experienced","Good quality/standard"
3187089,108,"Maori activities experienced","Good quality/standard"
3187117,90,"Food & beverage outlets","No reason"
3187125,98,"Maori activities experienced","Learnt about a new culture"
3187125,96,"Accommodation","No free internet"
3187125,99,"Maori activities experienced","Good quality/standard"
3187089,106,"Commercial transport","Expensive"
3187061,92,"NZ environment","No reason"
3187133,92,"Commercial transport","Another reason"
3187065,97,"Customer service","Staff didn't care"
3187073,99,"Customer service","Staff not friendly"
3187065,94,"Maori activities experienced","Learnt about a new culture"
3187073,96,"Maori activities experienced","Entertaining"
3184622,106,"Maori activities experienced","Entertaining"
3187093,105,"Maori activities experienced","Learnt about a new culture"
3187125,95,"Accommodation","Too expensive"
3187133,91,"Commercial transport","Poor customer service"
3187129,113,"Activities experienced","Too expensive"
3187129,115,"Activities experienced","Another reason"
3187129,118,"Maori activities experienced","Well organised"
3187133,95,"Maori activities experienced","Entertaining"
3187137,100,"Food & beverage outlets","Too expensive"
3184622,109,"Customer service","Staff not friendly"
3187089,109,"Sense of safety","No reason"
3187129,114,"Activities experienced","Not very exciting/boring"
3187129,111,"Food & beverage outlets","Too expensive"
3187129,112,"Food & beverage outlets","Alcohol too expensive"
3187129,119,"i-Sites","No reason"
3187137,101,"Food & beverage outlets","Poor service"
3187137,104,"Maori activities experienced","Well organised"
3187139,94,"Customer service","Staff not friendly"
3187129,116,"Maori activities experienced","Entertaining"
3187133,90,"Accommodation","No free internet"
3187133,93,"Maori activities experienced","Learnt about a new culture"
3187133,96,"Maori activities experienced","Good quality/standard"
3187137,102,"Maori activities experienced","Learnt about a new culture"
3187137,105,"Customer service","No reason"
3187139,95,"Customer service","Slow"
3187139,90,"Food & beverage outlets","No reason"
3187142,96,"Food & beverage outlets","Poor service"
3187139,88,"Accommodation","Poor/old facilities"
3187139,91,"Maori activities experienced","Entertaining"
3187142,102,"Maori activities experienced","Good quality/standard"
3187149,99,"Maori activities experienced","Good staff"
3187139,89,"Accommodation","No air-conditioning/heating inadequate"
3187139,92,"Maori activities experienced","Good staff"
3187142,98,"Food & beverage outlets","Alcohol too expensive"
3187142,101,"Maori activities experienced","Learnt about a new culture"
3187142,104,"Maori activities experienced","Well organised"
3187149,96,"Commercial transport","Expensive"
3187192,98,"Commercial transport","Poor customer service"
3187142,99,"Food & beverage outlets","Supermarkets lack of variety"
3187149,98,"Maori activities experienced","Good quality/standard"
