"SurveyResponseID","AnswerNumber","iSiteUsage"
3466318,130,"Transport/ travel options around New Zealand"
3462818,114,"Accommodation in the region you were in"
3466318,131,"Event information"
3466318,132,"Attractions / Activities"
3466320,85,"General information about the region you were in"
3466318,125,"Directions"
3462818,115,"Suggested itineraries"
3466318,133,"Suggested itineraries"
3466320,87,"Overview of NZ regions"
3466320,89,"Information about amenities/services for the town you were in"
3466320,90,"Transport/ travel options around New Zealand"
3466320,91,"Event information"
3466320,86,"Maps"
3463547,82,"Maps"
3466334,123,"Weather information"
3466320,92,"Attractions / Activities"
3466334,125,"Information about amenities/services for the town you were in"
3466334,126,"Attractions / Activities"
3463548,77,"Maps"
3463548,78,"Internet access"
3466320,88,"General information about a different region"
3466320,93,"Suggested itineraries"
3466334,122,"Access to resources to assist you to plan"
3466334,124,"Directions"
3466334,127,"Suggested itineraries"
3463548,76,"Access to resources to assist you to plan"
3463548,80,"Accommodation in the region you were in"
3463548,81,"Accommodation in a different region"
3463548,82,"Event information"
3463548,79,"Directions"
3463548,84,"Suggested itineraries"
3462843,93,"Access to resources to assist you to plan"
3466361,92,"Accommodation in the region you were in"
3466361,93,"Event information"
3466361,90,"Maps"
3466368,86,"Maps"
3463548,83,"Attractions / Activities"
3462843,92,"General information about the region you were in"
3466361,94,"Attractions / Activities"
3466361,91,"General information about a different region"
3463580,100,"Maps"
3463580,101,"Internet access"
3466375,102,"Maps"
3462868,137,"Weather information"
3462868,139,"Information about Maori culture / cultural activities"
3466368,84,"General information about the region you were in"
3466368,85,"Check/confirm existing travel plans"
3466368,87,"Attractions / Activities"
3463580,99,"Check/confirm existing travel plans"
3463580,102,"Attractions / Activities"
3462868,136,"General information about the region you were in"
3463582,113,"Accommodation in the region you were in"
3462868,138,"Maps"
3463582,109,"Maps"
3463582,110,"Directions"
3463582,112,"General information about a different region"
3466377,91,"General information about a different region"
3463582,114,"Event information"
3466377,92,"Accommodation in the region you were in"
3466377,93,"Accommodation in a different region"
3462868,142,"Information about amenities/services for the town you were in"
3462868,143,"Accommodation in the region you were in"
3462868,144,"Transport/ travel options around New Zealand"
3462868,145,"Event information"
3462907,74,"Transport/ travel options around New Zealand"
3462907,75,"Event information"
3462941,101,"Information about amenities/services for the town you were in"
3462868,140,"Directions"
3462868,141,"General information about a different region"
3462868,147,"Suggested itineraries"
3462941,100,"General information about a different region"
3463582,111,"Overview of NZ regions"
3463582,115,"Attractions / Activities"
3462868,146,"Attractions / Activities"
3462952,102,"Weather information"
3462968,112,"Information about amenities/services for the town you were in"
3462968,113,"Transport/ travel options around New Zealand"
3462968,106,"Access to resources to assist you to plan"
3462907,76,"Attractions / Activities"
3462941,102,"Attractions / Activities"
3462952,104,"Attractions / Activities"
3462968,109,"Compare prices / find deals"
3462952,103,"Maps"
3462968,107,"Weather information"
3462968,110,"Directions"
3462968,115,"Suggested itineraries"
3462984,75,"Access to resources to assist you to plan"
3462984,77,"Directions"
3462993,93,"Directions"
3462993,94,"General information about a different region"
3462968,111,"Overview of NZ regions"
3462968,114,"Attractions / Activities"
3462984,78,"Attractions / Activities"
3462993,91,"General information about the region you were in"
3462968,108,"Maps"
3462984,76,"Maps"
3463025,98,"Information about amenities/services for the town you were in"
3462993,96,"Suggested itineraries"
3463025,96,"Access to resources to assist you to plan"
3462993,95,"Attractions / Activities"
3463025,95,"General information about the region you were in"
3463025,99,"Attractions / Activities"
3463036,109,"Compare prices / find deals"
3462993,92,"Maps"
3463025,97,"Maps"
3463036,113,"Information about amenities/services for the town you were in"
3463036,114,"Accommodation in a different region"
3463036,110,"Directions"
3463036,112,"General information about a different region"
3463059,88,"Information about Maori culture / cultural activities"
3463036,111,"Overview of NZ regions"
3463036,115,"Attractions / Activities"
3463036,108,"Maps"
3463059,86,"Maps"
3463059,87,"Internet access"
3463059,91,"See ratings by other travellers"
3463059,90,"General information about a different region"
3463061,85,"Directions"
3463116,81,"Directions"
3463136,121,"Access to resources to assist you to plan"
3463059,89,"Overview of NZ regions"
3463061,83,"General information about the region you were in"
3463136,120,"General information about the region you were in"
3463061,84,"Internet access"
3463136,125,"Information about amenities/services for the town you were in"
3463136,126,"Accommodation in the region you were in"
3463136,127,"Accommodation in a different region"
3463202,80,"Event information"
3463136,128,"Attractions / Activities"
3463202,81,"Attractions / Activities"
3463136,124,"General information about a different region"
3463136,122,"Weather information"
3463293,96,"Information about amenities/services for the town you were in"
3463293,97,"Accommodation in the region you were in"
3463615,92,"Directions"
3463293,94,"Information about Maori culture / cultural activities"
3463615,91,"General information about the region you were in"
3463615,93,"Attractions / Activities"
3463293,98,"Attractions / Activities"
3463136,123,"Maps"
3463293,93,"Maps"
3463361,124,"Information about amenities/services for the town you were in"
3463361,125,"Accommodation in a different region"
3463293,95,"Directions"
3463361,123,"General information about a different region"
3463409,102,"Directions"
3463409,103,"Suggested itineraries"
3463361,119,"General information about the region you were in"
3463361,122,"Compare prices / find deals"
3463361,120,"Maps"
3463361,121,"Internet access"
3463411,105,"Flights within New Zealand"
3463411,106,"Event information"
3463443,103,"Access to resources to assist you to plan"
3463411,104,"Compare prices / find deals"
3463411,107,"Attractions / Activities"
3463443,102,"Check/confirm existing travel plans"
3463411,103,"Internet access"
3463443,104,"Internet access"
3463450,133,"Information about amenities/services for the town you were in"
3463450,134,"Transport/ travel options around New Zealand"
3463443,105,"Directions"
3463450,131,"Directions"
3463450,132,"General information about a different region"
3463443,106,"Attractions / Activities"
3463450,135,"Attractions / Activities"
3463502,104,"General information about the region you were in"
3463450,130,"Maps"
3463502,105,"Maps"
3463502,109,"Information about amenities/services for the town you were in"
3463502,107,"Information about Maori culture / cultural activities"
3463509,122,"General information about a different region"
3463502,108,"Overview of NZ regions"
3463502,110,"Attractions / Activities"
3463509,119,"General information about the region you were in"
3463509,121,"Compare prices / find deals"
3463502,106,"Internet access"
3463509,123,"Information about amenities/services for the town you were in"
3463509,124,"Transport/ travel options around New Zealand"
3463509,125,"Event information"
3463554,81,"Transport/ travel options around New Zealand"
3463554,82,"Event information"
3463509,127,"Suggested itineraries"
3463509,126,"Attractions / Activities"
3463509,120,"Maps"
3463554,79,"Weather information"
3463586,80,"Access to resources to assist you to plan"
3463604,76,"Access to resources to assist you to plan"
3463554,83,"Attractions / Activities"
3463584,88,"Attractions / Activities"
3463604,75,"General information about the region you were in"
