"SurveyResponseID","AnswerNumber","TechnologyType"
3339106,135,"None of these"
3339188,124,"Internet cafes"
3339188,125,"Wi-fi internet locations"
3339189,111,"Wi-fi internet locations"
3339189,112,"Your own laptop or iPad/tablet"
3339189,113,"Other types of technology"
3339190,106,"Internet cafes"
3339190,107,"Wi-fi internet locations"
3339190,108,"Your own laptop or iPad/tablet"
3339191,117,"Internet cafes"
3339191,118,"Wi-fi internet locations"
3339191,119,"Your own laptop or iPad/tablet"
3339374,92,"Smart phone"
3339374,93,"Internet cafes"
3339374,94,"Your own laptop or iPad/tablet"
3339375,99,"Smart phone"
3339375,100,"Your own laptop or iPad/tablet"
3339108,131,"Wi-fi internet locations"
3339108,132,"Your own laptop or iPad/tablet"
3339110,134,"Smart phone"
3339110,135,"Internet cafes"
3339110,136,"Wi-fi internet locations"
3339110,137,"Gaming console with Wi-fi capacity"
3339111,139,"Your own laptop or iPad/tablet"
3339112,108,"Smart phone"
3339113,131,"None of these"
3339115,125,"Wi-fi internet locations"
3339115,126,"Your own laptop or iPad/tablet"
3339118,122,"Smart phone"
3339118,123,"Wi-fi internet locations"
3339118,124,"Your own laptop or iPad/tablet"
3339119,117,"Smart phone"
3339120,116,"Smart phone"
3339120,117,"Your own laptop or iPad/tablet"
3339121,120,"Smart phone"
3339310,103,"Smart phone"
3339310,104,"Wi-fi internet locations"
3339310,105,"Your own laptop or iPad/tablet"
3339312,143,"Your own laptop or iPad/tablet"
3339380,95,"None of these"
3339168,128,"Smart phone"
3339168,129,"Wi-fi internet locations"
3339168,130,"Your own laptop or iPad/tablet"
3339169,121,"Wi-fi internet locations"
3339170,126,"Wi-fi internet locations"
3339192,126,"Wi-fi internet locations"
3339196,111,"Wi-fi internet locations"
3339196,112,"Your own laptop or iPad/tablet"
3339197,133,"Smart phone"
3339197,134,"Wi-fi internet locations"
3339197,135,"Your own laptop or iPad/tablet"
3339201,128,"Smart phone"
3339201,129,"Wi-fi internet locations"
3339203,105,"Wi-fi internet locations"
3339204,120,"Wi-fi internet locations"
3339204,121,"Your own laptop or iPad/tablet"
3339205,129,"Wi-fi internet locations"
3339208,117,"Smart phone"
3339208,118,"Internet cafes"
3339208,119,"Wi-fi internet locations"
3339209,121,"Your own laptop or iPad/tablet"
3339211,126,"Wi-fi internet locations"
3339211,127,"Your own laptop or iPad/tablet"
3339215,118,"Wi-fi internet locations"
3339218,122,"Smart phone"
3339218,123,"Wi-fi internet locations"
3339218,124,"Your own laptop or iPad/tablet"
3339219,115,"None of these"
3339220,115,"Smart phone"
3339222,128,"Smart phone"
3339222,129,"Wi-fi internet locations"
3339222,130,"Your own laptop or iPad/tablet"
3339224,132,"Wi-fi internet locations"
3339225,115,"Internet cafes"
3339225,116,"Wi-fi internet locations"
3339226,119,"Wi-fi internet locations"
3339226,120,"Your own laptop or iPad/tablet"
3339228,127,"Smart phone"
3339229,134,"Smart phone"
3339229,135,"Internet cafes"
3339229,136,"Your own laptop or iPad/tablet"
3339231,133,"Smart phone"
3339231,134,"Your own laptop or iPad/tablet"
3339235,119,"Wi-fi internet locations"
3339236,148,"Your own laptop or iPad/tablet"
3339236,149,"Other types of technology"
3339240,127,"Wi-fi internet locations"
3339240,128,"Other types of technology"
3339241,133,"Wi-fi internet locations"
3339243,123,"Internet cafes"
3339243,124,"Wi-fi internet locations"
3339243,125,"Your own laptop or iPad/tablet"
3339244,131,"Wi-fi internet locations"
3339244,132,"Your own laptop or iPad/tablet"
3339245,126,"Wi-fi internet locations"
3339246,130,"Smart phone"
3339246,131,"Internet cafes"
3339246,132,"Wi-fi internet locations"
3339246,133,"Your own laptop or iPad/tablet"
3339252,120,"None of these"
3339254,117,"None of these"
3339256,112,"Your own laptop or iPad/tablet"
3339257,123,"Wi-fi internet locations"
3339257,124,"Your own laptop or iPad/tablet"
3339261,131,"Wi-fi internet locations"
3339261,132,"Your own laptop or iPad/tablet"
3339262,133,"Wi-fi internet locations"
3339266,126,"Internet cafes"
3339266,127,"Other types of technology"
3339267,133,"None of these"
3339268,124,"None of these"
3339275,114,"Wi-fi internet locations"
3339278,148,"Your own laptop or iPad/tablet"
3339279,138,"Your own laptop or iPad/tablet"
3339280,128,"Wi-fi internet locations"
3339282,133,"Smart phone"
3339283,94,"Smart phone"
3339283,95,"Your own laptop or iPad/tablet"
3339284,92,"Smart phone"
3339284,93,"Your own laptop or iPad/tablet"
3339286,108,"Smart phone"
3339286,109,"Wi-fi internet locations"
3339288,137,"Smart phone"
3339288,138,"Wi-fi internet locations"
3339291,93,"Smart phone"
3339292,111,"Smart phone"
3339292,112,"Wi-fi internet locations"
3339292,113,"Your own laptop or iPad/tablet"
3339299,116,"Smart phone"
3339327,102,"Smart phone"
3339327,103,"Wi-fi internet locations"
3339327,104,"Your own laptop or iPad/tablet"
3339330,107,"Smart phone"
3339330,108,"Your own laptop or iPad/tablet"
3339331,113,"Smart phone"
3339331,114,"Other types of technology"
3339302,105,"Smart phone"
3339302,106,"Internet cafes"
3339302,107,"Wi-fi internet locations"
3339302,108,"Your own laptop or iPad/tablet"
3339302,109,"Gaming console with Wi-fi capacity"
3339302,110,"Other types of technology"
3339336,197,"Wi-fi internet locations"
3339336,198,"Your own laptop or iPad/tablet"
3339337,119,"Smart phone"
3339337,120,"Wi-fi internet locations"
3339337,121,"Your own laptop or iPad/tablet"
3339342,136,"Smart phone"
3339342,137,"Wi-fi internet locations"
3339342,138,"Your own laptop or iPad/tablet"
3339303,128,"Smart phone"
3339303,129,"Wi-fi internet locations"
3339303,130,"Your own laptop or iPad/tablet"
3339348,93,"Smart phone"
3339348,94,"Your own laptop or iPad/tablet"
3339350,114,"Smart phone"
3339351,95,"None of these"
3339352,103,"Smart phone"
3339305,114,"Your own laptop or iPad/tablet"
3339355,112,"Wi-fi internet locations"
3339355,113,"Your own laptop or iPad/tablet"
3339356,96,"Wi-fi internet locations"
3339359,96,"Other types of technology"
3339382,100,"Smart phone"
3339382,101,"Wi-fi internet locations"
3339385,101,"Smart phone"
3339385,102,"Your own laptop or iPad/tablet"
3339386,96,"None of these"
3339388,92,"Smart phone"
3339388,93,"Wi-fi internet locations"
3339388,94,"Your own laptop or iPad/tablet"
3339394,111,"Smart phone"
3339398,101,"Smart phone"
3339398,102,"Wi-fi internet locations"
3339398,103,"Your own laptop or iPad/tablet"
3339403,103,"Smart phone"
3339403,104,"Wi-fi internet locations"
3339403,105,"Your own laptop or iPad/tablet"
3339407,103,"Wi-fi internet locations"
3339407,104,"Your own laptop or iPad/tablet"
3339411,106,"Other types of technology"
3339414,99,"Smart phone"
3339414,100,"Wi-fi internet locations"
3339426,98,"Smart phone"
3339421,114,"Smart phone"
3339424,98,"Smart phone"
3339415,113,"Smart phone"
3339415,114,"Wi-fi internet locations"
3339427,107,"Smart phone"
3339427,108,"Internet cafes"
3339427,109,"Wi-fi internet locations"
3339427,110,"Your own laptop or iPad/tablet"
3339429,108,"Your own laptop or iPad/tablet"
3339430,126,"Smart phone"
3339430,127,"Wi-fi internet locations"
3339432,94,"None of these"
3339433,96,"Smart phone"
3339433,97,"Your own laptop or iPad/tablet"
3339436,104,"None of these"
3339439,99,"None of these"
3339444,96,"Internet cafes"
3339444,97,"Wi-fi internet locations"
3339446,93,"Your own laptop or iPad/tablet"
3339447,98,"Smart phone"
3339447,99,"Your own laptop or iPad/tablet"
3339315,113,"Other types of technology"
3339319,117,"Smart phone"
3339319,118,"Your own laptop or iPad/tablet"
3339320,98,"Wi-fi internet locations"
3339320,99,"Your own laptop or iPad/tablet"
3339323,120,"Internet cafes"
3339323,121,"Your own laptop or iPad/tablet"
3339323,122,"Other types of technology"
3339324,105,"Smart phone"
3339324,106,"Wi-fi internet locations"
3339324,107,"Your own laptop or iPad/tablet"
3339324,108,"Other types of technology"
3339453,95,"Smart phone"
3339453,96,"Wi-fi internet locations"
3339453,97,"Your own laptop or iPad/tablet"
3339367,123,"Smart phone"
3339367,124,"Wi-fi internet locations"
3339367,125,"Your own laptop or iPad/tablet"
3339370,104,"Smart phone"
3339370,105,"Wi-fi internet locations"
3339370,106,"Your own laptop or iPad/tablet"
3339372,95,"Smart phone"
3339372,96,"Your own laptop or iPad/tablet"
3339458,96,"Your own laptop or iPad/tablet"
3339618,97,"Your own laptop or iPad/tablet"
3339618,98,"Other types of technology"
3339619,131,"Smart phone"
3339619,132,"Wi-fi internet locations"
3339619,133,"Your own laptop or iPad/tablet"
3339622,105,"Your own laptop or iPad/tablet"
3339462,106,"Wi-fi internet locations"
3339623,105,"Smart phone"
3339625,119,"Wi-fi internet locations"
3339625,120,"Your own laptop or iPad/tablet"
3339633,104,"Your own laptop or iPad/tablet"
3339634,90,"Smart phone"
3339634,91,"Your own laptop or iPad/tablet"
3339638,108,"Smart phone"
3339638,109,"Wi-fi internet locations"
3339638,110,"Your own laptop or iPad/tablet"
3339465,241,"Smart phone"
3339465,242,"Wi-fi internet locations"
3339465,243,"Your own laptop or iPad/tablet"
3339468,113,"Smart phone"
3339468,114,"Wi-fi internet locations"
3339468,115,"Your own laptop or iPad/tablet"
3339468,116,"Gaming console with Wi-fi capacity"
3339475,98,"Smart phone"
3339475,99,"Wi-fi internet locations"
3339475,100,"Your own laptop or iPad/tablet"
3339475,101,"Other types of technology"
3339477,137,"Smart phone"
3339477,138,"Wi-fi internet locations"
3339477,139,"Your own laptop or iPad/tablet"
3339480,103,"Smart phone"
3339480,104,"Your own laptop or iPad/tablet"
3339481,100,"Smart phone"
3339481,101,"Wi-fi internet locations"
3339487,96,"Wi-fi internet locations"
3339487,97,"Your own laptop or iPad/tablet"
3339488,110,"Smart phone"
3339488,111,"Internet cafes"
3339488,112,"Wi-fi internet locations"
3339488,113,"Your own laptop or iPad/tablet"
3339490,179,"Smart phone"
3339490,180,"Internet cafes"
3339490,181,"Wi-fi internet locations"
3339490,182,"Your own laptop or iPad/tablet"
3339493,115,"Smart phone"
3339493,116,"Internet cafes"
3339493,117,"Wi-fi internet locations"
3339493,118,"Your own laptop or iPad/tablet"
3339496,127,"Wi-fi internet locations"
3339496,128,"Your own laptop or iPad/tablet"
3339497,122,"Smart phone"
3339497,123,"Wi-fi internet locations"
3339499,127,"Smart phone"
3339500,132,"Smart phone"
3339500,133,"Internet cafes"
3339500,134,"Wi-fi internet locations"
3339500,135,"Your own laptop or iPad/tablet"
3339501,105,"Smart phone"
3339501,106,"Wi-fi internet locations"
3339501,107,"Your own laptop or iPad/tablet"
3339502,133,"Smart phone"
3339502,134,"Your own laptop or iPad/tablet"
3339503,137,"Smart phone"
3339503,138,"Wi-fi internet locations"
3339504,98,"Smart phone"
3339504,99,"Your own laptop or iPad/tablet"
3339506,110,"Smart phone"
3339506,111,"Wi-fi internet locations"
3339506,112,"Your own laptop or iPad/tablet"
3339513,123,"Smart phone"
3339513,124,"Wi-fi internet locations"
3339513,125,"Your own laptop or iPad/tablet"
3339517,106,"Smart phone"
3339517,107,"Your own laptop or iPad/tablet"
3339518,110,"Smart phone"
3339518,111,"Wi-fi internet locations"
3339518,112,"Your own laptop or iPad/tablet"
3339519,139,"Smart phone"
3339519,140,"Wi-fi internet locations"
3339519,141,"Your own laptop or iPad/tablet"
3339520,111,"Smart phone"
3339520,112,"Internet cafes"
3339520,113,"Wi-fi internet locations"
3339520,114,"Your own laptop or iPad/tablet"
3339530,104,"Wi-fi internet locations"
3339530,105,"Your own laptop or iPad/tablet"
3339531,102,"Smart phone"
3339533,92,"Your own laptop or iPad/tablet"
3339535,132,"Smart phone"
3339535,133,"Wi-fi internet locations"
3339539,108,"Smart phone"
3339539,109,"Internet cafes"
3339539,110,"Wi-fi internet locations"
3339539,111,"Your own laptop or iPad/tablet"
3339540,109,"Wi-fi internet locations"
3339540,110,"Your own laptop or iPad/tablet"
3339541,95,"Wi-fi internet locations"
3339542,122,"Smart phone"
3339542,123,"Wi-fi internet locations"
3339542,124,"Your own laptop or iPad/tablet"
3339543,115,"Wi-fi internet locations"
3339543,116,"Your own laptop or iPad/tablet"
3339547,93,"Wi-fi internet locations"
3339548,112,"Smart phone"
3339552,115,"Smart phone"
3339552,116,"Wi-fi internet locations"
3339552,117,"Your own laptop or iPad/tablet"
3339554,99,"Smart phone"
3339554,100,"Wi-fi internet locations"
3339554,101,"Your own laptop or iPad/tablet"
3339559,109,"Smart phone"
3339559,110,"Wi-fi internet locations"
3339559,111,"Your own laptop or iPad/tablet"
3339560,91,"Smart phone"
3339562,117,"Wi-fi internet locations"
3339562,118,"Your own laptop or iPad/tablet"
3339564,100,"Wi-fi internet locations"
3339564,101,"Your own laptop or iPad/tablet"
3339568,99,"Smart phone"
3339568,100,"Wi-fi internet locations"
3339569,99,"Smart phone"
3339569,100,"Internet cafes"
3339569,101,"Wi-fi internet locations"
3339569,102,"Your own laptop or iPad/tablet"
3339574,124,"Smart phone"
3339574,125,"Wi-fi internet locations"
3339575,120,"Wi-fi internet locations"
3339580,108,"Smart phone"
3339580,109,"Other types of technology"
3339583,97,"Smart phone"
3339583,98,"Your own laptop or iPad/tablet"
3339594,97,"Smart phone"
3339594,98,"Wi-fi internet locations"
3339594,99,"Your own laptop or iPad/tablet"
3339595,94,"Your own laptop or iPad/tablet"
3339597,105,"Smart phone"
3339597,106,"Wi-fi internet locations"
3339597,107,"Your own laptop or iPad/tablet"
3339599,91,"None of these"
3339603,116,"Smart phone"
3339603,117,"Wi-fi internet locations"
3339603,118,"Your own laptop or iPad/tablet"
3339604,109,"Smart phone"
3339604,110,"Wi-fi internet locations"
3339607,97,"Smart phone"
3339607,98,"Wi-fi internet locations"
3339610,135,"Internet cafes"
3339610,136,"Wi-fi internet locations"
3339610,137,"Your own laptop or iPad/tablet"
3339645,96,"Smart phone"
3339645,97,"Wi-fi internet locations"
3339646,109,"Smart phone"
3339646,110,"Wi-fi internet locations"
3339662,92,"Smart phone"
3339662,93,"Your own laptop or iPad/tablet"
3339663,101,"Smart phone"
3339652,98,"Smart phone"
3339652,99,"Your own laptop or iPad/tablet"
3339653,95,"Your own laptop or iPad/tablet"
3339664,94,"Smart phone"
3339667,93,"Wi-fi internet locations"
3339667,94,"Your own laptop or iPad/tablet"
3339670,91,"None of these"
3339673,91,"None of these"
3339674,95,"Smart phone"
3339676,130,"Smart phone"
3339676,131,"Internet cafes"
3339676,132,"Wi-fi internet locations"
3339676,133,"Your own laptop or iPad/tablet"
3339677,93,"Smart phone"
3339677,94,"Your own laptop or iPad/tablet"
3339679,177,"Smart phone"
3339679,178,"Wi-fi internet locations"
3339680,115,"Internet cafes"
3339681,122,"Smart phone"
3339681,123,"Wi-fi internet locations"
3339683,146,"Internet cafes"
3339683,147,"Wi-fi internet locations"
3339684,132,"Internet cafes"
3339684,133,"Wi-fi internet locations"
3339684,134,"Your own laptop or iPad/tablet"
3339689,155,"Wi-fi internet locations"
3339689,156,"Your own laptop or iPad/tablet"
3339692,153,"Smart phone"
3339692,154,"Wi-fi internet locations"
3339692,155,"Your own laptop or iPad/tablet"
3339693,125,"Wi-fi internet locations"
3339696,119,"None of these"
3339697,125,"Smart phone"
3339699,128,"None of these"
3339700,127,"Wi-fi internet locations"
3339700,128,"Your own laptop or iPad/tablet"
3339702,127,"Smart phone"
3339702,128,"Wi-fi internet locations"
3339702,129,"Other types of technology"
3339703,118,"Wi-fi internet locations"
3339705,121,"Smart phone"
3339707,112,"Wi-fi internet locations"
3339710,121,"Smart phone"
3339710,122,"Your own laptop or iPad/tablet"
3339713,105,"Smart phone"
3339713,106,"Internet cafes"
3339713,107,"Wi-fi internet locations"
3339713,108,"Your own laptop or iPad/tablet"
3339715,129,"Wi-fi internet locations"
3339715,130,"Your own laptop or iPad/tablet"
3339716,125,"Smart phone"
3339723,116,"Internet cafes"
3339723,117,"Your own laptop or iPad/tablet"
3339725,107,"Smart phone"
3339725,108,"Wi-fi internet locations"
3339726,103,"Smart phone"
3339727,123,"Smart phone"
3339727,124,"Internet cafes"
3339727,125,"Your own laptop or iPad/tablet"
3339728,126,"Smart phone"
3339728,127,"Wi-fi internet locations"
3339728,128,"Your own laptop or iPad/tablet"
3339729,112,"None of these"
3339730,121,"Wi-fi internet locations"
